person_id,crash_id,road_user,gender,age,age_group,load_ts
7665,20173200,Pedal cyclist,Female,19,17_to_25,2025-05-06T08:22:34
7666,20172019,Motorcycle rider,Male,32,26_to_39,2025-05-06T08:22:34
7667,20173140,Motorcycle rider,Male,57,40_to_64,2025-05-06T08:22:34
7668,20176027,Driver,Female,33,26_to_39,2025-05-06T08:22:34
7669,20171248,Pedestrian,Female,83,75_or_older,2025-05-06T08:22:34
7670,20173149,Driver,Female,48,40_to_64,2025-05-06T08:22:34
7671,20171020,Motorcycle rider,Male,70,65_to_74,2025-05-06T08:22:34
7672,20171115,Driver,Female,20,17_to_25,2025-05-06T08:22:34
7673,20171115,Passenger,Male,63,40_to_64,2025-05-06T08:22:34
7674,20172194,Pedestrian,Male,76,75_or_older,2025-05-06T08:22:34
7675,20173209,Pedestrian,Male,70,65_to_74,2025-05-06T08:22:34
7676,20173228,Driver,Female,21,17_to_25,2025-05-06T08:22:34
7677,20172017,Pedal cyclist,Male,18,17_to_25,2025-05-06T08:22:34
7678,20171257,Driver,Male,36,26_to_39,2025-05-06T08:22:34
7679,20173184,Pedestrian,Male,61,40_to_64,2025-05-06T08:22:34
7680,20172128,Driver,Male,69,65_to_74,2025-05-06T08:22:34
7681,20171119,Driver,Male,34,26_to_39,2025-05-06T08:22:34
7682,20171139,Motorcycle rider,Male,46,40_to_64,2025-05-06T08:22:34
7683,20171077,Driver,Female,44,40_to_64,2025-05-06T08:22:34
7684,20175088,Driver,Male,69,65_to_74,2025-05-06T08:22:34
7685,20171234,Driver,Male,43,40_to_64,2025-05-06T08:22:34
7686,20175130,Motorcycle rider,Male,22,17_to_25,2025-05-06T08:22:34
7687,20174019,Driver,Male,83,75_or_older,2025-05-06T08:22:34
7688,20173204,Driver,Male,32,26_to_39,2025-05-06T08:22:34
7689,20175037,Pedestrian,Female,39,26_to_39,2025-05-06T08:22:34
7690,20172145,Motorcycle rider,Male,52,40_to_64,2025-05-06T08:22:34
7691,20177014,Pedestrian,Male,41,40_to_64,2025-05-06T08:22:34
7692,20171163,Pedestrian,Male,62,40_to_64,2025-05-06T08:22:34
7693,20174026,Driver,Male,71,65_to_74,2025-05-06T08:22:34
7694,20171198,Driver,Male,19,17_to_25,2025-05-06T08:22:34
7695,20171302,Driver,Male,19,17_to_25,2025-05-06T08:22:34
7696,20171179,Driver,Female,77,75_or_older,2025-05-06T08:22:34
7697,20173015,Driver,Male,26,26_to_39,2025-05-06T08:22:34
7698,20173197,Passenger,Male,42,40_to_64,2025-05-06T08:22:34
7699,20173197,Driver,Male,53,40_to_64,2025-05-06T08:22:34
7700,20173212,Pedestrian,Female,89,75_or_older,2025-05-06T08:22:34
7701,20175059,Passenger,Male,66,65_to_74,2025-05-06T08:22:34
7702,20172006,Driver,Female,40,40_to_64,2025-05-06T08:22:34
7703,20172215,Driver,Male,44,40_to_64,2025-05-06T08:22:34
7704,20171344,Motorcycle rider,Male,40,40_to_64,2025-05-06T08:22:34
7705,20175019,Motorcycle rider,Male,29,26_to_39,2025-05-06T08:22:34
7706,20173047,Driver,Female,49,40_to_64,2025-05-06T08:22:34
7707,20175008,Pedestrian,Female,86,75_or_older,2025-05-06T08:22:34
7708,20171292,Passenger,Male,20,17_to_25,2025-05-06T08:22:34
7709,20171292,Driver,Male,19,17_to_25,2025-05-06T08:22:34
7710,20173114,Driver,Male,20,17_to_25,2025-05-06T08:22:34
7711,20171199,Driver,Male,39,26_to_39,2025-05-06T08:22:34
7712,20171199,Passenger,Male,31,26_to_39,2025-05-06T08:22:34
7713,20171199,Passenger,Female,22,17_to_25,2025-05-06T08:22:34
7714,20173019,Driver,Male,64,40_to_64,2025-05-06T08:22:34
7715,20172100,Driver,Male,69,65_to_74,2025-05-06T08:22:34
7716,20172100,Passenger,Female,61,40_to_64,2025-05-06T08:22:34
7717,20173181,Pedestrian,Male,23,17_to_25,2025-05-06T08:22:34
7718,20173031,Driver,Male,22,17_to_25,2025-05-06T08:22:34
7719,20171022,Motorcycle rider,Male,42,40_to_64,2025-05-06T08:22:34
7720,20173115,Motorcycle rider,Male,44,40_to_64,2025-05-06T08:22:34
7721,20175027,Driver,Male,34,26_to_39,2025-05-06T08:22:34
7722,20171209,Driver,Female,67,65_to_74,2025-05-06T08:22:34
7723,20174041,Driver,Male,22,17_to_25,2025-05-06T08:22:34
7724,20177009,Driver,Male,30,26_to_39,2025-05-06T08:22:34
7725,20171279,Pedestrian,Male,81,75_or_older,2025-05-06T08:22:34
7726,20172187,Motorcycle rider,Male,46,40_to_64,2025-05-06T08:22:34
7727,20173053,Motorcycle rider,Male,31,26_to_39,2025-05-06T08:22:34
7728,20173102,Driver,Male,24,17_to_25,2025-05-06T08:22:34
7729,20172052,Motorcycle rider,Male,20,17_to_25,2025-05-06T08:22:34
7730,20171276,Pedestrian,Female,19,17_to_25,2025-05-06T08:22:34
7731,20173132,Motorcycle rider,Male,24,17_to_25,2025-05-06T08:22:34
7732,20175093,Driver,Male,53,40_to_64,2025-05-06T08:22:34
7733,20172180,Driver,Male,32,26_to_39,2025-05-06T08:22:34
7734,20172200,Motorcycle rider,Male,29,26_to_39,2025-05-06T08:22:34
7735,20172043,Driver,Female,77,75_or_older,2025-05-06T08:22:34
7736,20172090,Passenger,Male,32,26_to_39,2025-05-06T08:22:34
7737,20172087,Driver,Female,18,17_to_25,2025-05-06T08:22:34
7738,20172087,Passenger,Female,15,0_to_16,2025-05-06T08:22:34
7739,20173133,Driver,Male,23,17_to_25,2025-05-06T08:22:34
7740,20173058,Passenger,Female,27,26_to_39,2025-05-06T08:22:34
7741,20176010,Motorcycle rider,Male,66,65_to_74,2025-05-06T08:22:34
7742,20171029,Passenger,Male,18,17_to_25,2025-05-06T08:22:34
7743,20175101,Pedal cyclist,Male,51,40_to_64,2025-05-06T08:22:34
7744,20171272,Pedestrian,Female,78,75_or_older,2025-05-06T08:22:34
7745,20171005,Passenger,Female,16,0_to_16,2025-05-06T08:22:34
7746,20171211,Motorcycle rider,Male,64,40_to_64,2025-05-06T08:22:34
7747,20172125,Pedestrian,Male,67,65_to_74,2025-05-06T08:22:34
7748,20171169,Pedestrian,Male,54,40_to_64,2025-05-06T08:22:34
7749,20171133,Driver,Male,42,40_to_64,2025-05-06T08:22:34
7750,20174090,Motorcycle rider,Male,21,17_to_25,2025-05-06T08:22:34
7751,20173024,Passenger,Male,25,17_to_25,2025-05-06T08:22:34
7752,20173035,Passenger,Female,47,40_to_64,2025-05-06T08:22:34
7753,20173035,Passenger,Female,73,65_to_74,2025-05-06T08:22:34
7754,20171338,Passenger,Female,72,65_to_74,2025-05-06T08:22:34
7755,20173121,Pedal cyclist,Male,75,75_or_older,2025-05-06T08:22:34
7756,20173076,Driver,Male,70,65_to_74,2025-05-06T08:22:34
7757,20174060,Motorcycle rider,Male,58,40_to_64,2025-05-06T08:22:34
7758,20172166,Passenger,Female,16,0_to_16,2025-05-06T08:22:34
7759,20171224,Driver,Male,69,65_to_74,2025-05-06T08:22:34
7760,20173005,Pedestrian,Male,79,75_or_older,2025-05-06T08:22:34
7761,20171282,Driver,Male,38,26_to_39,2025-05-06T08:22:34
7762,20171164,Passenger,Male,40,40_to_64,2025-05-06T08:22:34
7763,20172143,Driver,Male,21,17_to_25,2025-05-06T08:22:34
7764,20174073,Driver,Male,55,40_to_64,2025-05-06T08:22:34
7765,20173173,Passenger,Male,5,0_to_16,2025-05-06T08:22:34
7766,20173173,Passenger,Male,41,40_to_64,2025-05-06T08:22:34
7767,20173038,Motorcycle rider,Male,87,75_or_older,2025-05-06T08:22:34
7768,20173003,Driver,Male,48,40_to_64,2025-05-06T08:22:34
7769,20172184,Driver,Female,18,17_to_25,2025-05-06T08:22:34
7770,20173069,Driver,Female,86,75_or_older,2025-05-06T08:22:34
7771,20171254,Passenger,Male,87,75_or_older,2025-05-06T08:22:34
7772,20175028,Driver,Female,64,40_to_64,2025-05-06T08:22:34
7773,20175102,Driver,Male,56,40_to_64,2025-05-06T08:22:34
7774,20172063,Driver,Male,21,17_to_25,2025-05-06T08:22:34
7775,20172063,Passenger,Male,21,17_to_25,2025-05-06T08:22:34
7776,20171168,Driver,Male,29,26_to_39,2025-05-06T08:22:34
7777,20172188,Driver,Male,39,26_to_39,2025-05-06T08:22:34
7778,20172193,Driver,Male,52,40_to_64,2025-05-06T08:22:34
7779,20173203,Passenger,Female,75,75_or_older,2025-05-06T08:22:34
7780,20175066,Driver,Male,79,75_or_older,2025-05-06T08:22:34
7781,20173052,Driver,Male,70,65_to_74,2025-05-06T08:22:34
7782,20171252,Driver,Female,60,40_to_64,2025-05-06T08:22:34
7783,20171252,Driver,Male,47,40_to_64,2025-05-06T08:22:34
7784,20174040,Pedal cyclist,Male,51,40_to_64,2025-05-06T08:22:34
7785,20172171,Motorcycle rider,Male,43,40_to_64,2025-05-06T08:22:34
7786,20173073,Passenger,Male,38,26_to_39,2025-05-06T08:22:34
7787,20172109,Passenger,Female,87,75_or_older,2025-05-06T08:22:34
7788,20175034,Passenger,Female,38,26_to_39,2025-05-06T08:22:34
7789,20171250,Pedestrian,Male,20,17_to_25,2025-05-06T08:22:34
7790,20172082,Pedestrian,Male,34,26_to_39,2025-05-06T08:22:34
7791,20171086,Driver,Male,20,17_to_25,2025-05-06T08:22:34
7792,20171161,Driver,Female,75,75_or_older,2025-05-06T08:22:34
7793,20171047,Motorcycle rider,Male,60,40_to_64,2025-05-06T08:22:34
7794,20171065,Driver,Female,55,40_to_64,2025-05-06T08:22:34
7795,20171281,Motorcycle rider,Male,22,17_to_25,2025-05-06T08:22:34
7796,20174028,Driver,Male,18,17_to_25,2025-05-06T08:22:34
7797,20173014,Pedestrian,Male,82,75_or_older,2025-05-06T08:22:34
7798,20174003,Driver,Female,85,75_or_older,2025-05-06T08:22:34
7799,20176017,Pedestrian,Female,26,26_to_39,2025-05-06T08:22:34
7800,20173055,Driver,Male,19,17_to_25,2025-05-06T08:22:34
7801,20174087,Driver,Male,26,26_to_39,2025-05-06T08:22:34
7802,20174087,Passenger,Female,21,17_to_25,2025-05-06T08:22:34
7803,20171082,Passenger,Female,19,17_to_25,2025-05-06T08:22:34
7804,20171147,Driver,Male,44,40_to_64,2025-05-06T08:22:34
7805,20171170,Driver,Male,32,26_to_39,2025-05-06T08:22:34
7806,20173096,Motorcycle rider,Male,48,40_to_64,2025-05-06T08:22:34
7807,20171319,Driver,Male,24,17_to_25,2025-05-06T08:22:34
7808,20172191,Driver,Male,28,26_to_39,2025-05-06T08:22:34
7809,20171150,Passenger,Female,46,40_to_64,2025-05-06T08:22:34
7810,20173152,Driver,Male,79,75_or_older,2025-05-06T08:22:34
7811,20172168,Driver,Male,27,26_to_39,2025-05-06T08:22:34
7812,20171068,Passenger,Female,19,17_to_25,2025-05-06T08:22:34
7813,20172066,Driver,Male,21,17_to_25,2025-05-06T08:22:34
7814,20173099,Pedestrian,Female,23,17_to_25,2025-05-06T08:22:34
7815,20172111,Driver,Male,23,17_to_25,2025-05-06T08:22:34
7816,20174030,Driver,Female,40,40_to_64,2025-05-06T08:22:34
7817,20172217,Passenger,Male,76,75_or_older,2025-05-06T08:22:34
7818,20173194,Passenger,Female,81,75_or_older,2025-05-06T08:22:34
7819,20173194,Driver,Male,81,75_or_older,2025-05-06T08:22:34
7820,20171228,Driver,Male,77,75_or_older,2025-05-06T08:22:34
7821,20174093,Motorcycle rider,Male,37,26_to_39,2025-05-06T08:22:34
7822,20172061,Pedal cyclist,Male,53,40_to_64,2025-05-06T08:22:34
7823,20171341,Driver,Male,37,26_to_39,2025-05-06T08:22:34
7824,20171124,Motorcycle rider,Male,17,17_to_25,2025-05-06T08:22:34
7825,20174059,Motorcycle rider,Male,72,65_to_74,2025-05-06T08:22:34
7826,20174055,Motorcycle rider,Male,28,26_to_39,2025-05-06T08:22:34
7827,20171214,Passenger,Female,46,40_to_64,2025-05-06T08:22:34
7828,20171214,Passenger,Female,64,40_to_64,2025-05-06T08:22:34
7829,20172018,Driver,Female,50,40_to_64,2025-05-06T08:22:34
7830,20173095,Driver,Female,50,40_to_64,2025-05-06T08:22:34
7831,20171322,Driver,Male,34,26_to_39,2025-05-06T08:22:34
7832,20175100,Driver,Female,38,26_to_39,2025-05-06T08:22:34
7833,20175100,Passenger,Male,6,0_to_16,2025-05-06T08:22:34
7834,20175100,Driver,Male,83,75_or_older,2025-05-06T08:22:34
7835,20171111,Driver,Male,29,26_to_39,2025-05-06T08:22:34
7836,20173008,Pedestrian,Male,45,40_to_64,2025-05-06T08:22:34
7837,20171218,Pedestrian,Male,83,75_or_older,2025-05-06T08:22:34
7838,20171181,Driver,Male,45,40_to_64,2025-05-06T08:22:34
7839,20171321,Driver,Female,93,75_or_older,2025-05-06T08:22:34
7840,20171078,Driver,Male,25,17_to_25,2025-05-06T08:22:34
7841,20172201,Driver,Male,35,26_to_39,2025-05-06T08:22:34
7842,20175141,Motorcycle rider,Male,43,40_to_64,2025-05-06T08:22:34
7843,20175094,Pedal cyclist,Male,57,40_to_64,2025-05-06T08:22:34
7844,20173160,Driver,Male,86,75_or_older,2025-05-06T08:22:34
7845,20174013,Driver,Female,81,75_or_older,2025-05-06T08:22:34
7846,20173049,Driver,Male,33,26_to_39,2025-05-06T08:22:34
7847,20172211,Pedestrian,Male,56,40_to_64,2025-05-06T08:22:34
7848,20171183,Passenger,Male,24,17_to_25,2025-05-06T08:22:34
7849,20171346,Driver,Male,62,40_to_64,2025-05-06T08:22:34
7850,20172139,Motorcycle rider,Male,49,40_to_64,2025-05-06T08:22:34
7851,20175138,Driver,Male,54,40_to_64,2025-05-06T08:22:34
7852,20171034,Driver,Female,43,40_to_64,2025-05-06T08:22:34
7853,20171012,Driver,Female,49,40_to_64,2025-05-06T08:22:34
7854,20174085,Motorcycle rider,Male,59,40_to_64,2025-05-06T08:22:34
7855,20171067,Driver,Male,19,17_to_25,2025-05-06T08:22:34
7856,20171247,Passenger,Female,90,75_or_older,2025-05-06T08:22:34
7857,20175047,Pedestrian,Female,95,75_or_older,2025-05-06T08:22:34
7858,20176009,Pedal cyclist,Female,76,75_or_older,2025-05-06T08:22:34
7859,20171316,Driver,Male,69,65_to_74,2025-05-06T08:22:34
7860,20173104,Driver,Male,56,40_to_64,2025-05-06T08:22:34
7861,20172223,Driver,Female,80,75_or_older,2025-05-06T08:22:34
7862,20172181,Passenger,Male,18,17_to_25,2025-05-06T08:22:34
7863,20174072,Passenger,Male,29,26_to_39,2025-05-06T08:22:34
7864,20174048,Driver,Female,77,75_or_older,2025-05-06T08:22:34
7865,20171337,Pedestrian,Male,84,75_or_older,2025-05-06T08:22:34
7866,20171093,Pedestrian,Female,75,75_or_older,2025-05-06T08:22:34
7867,20173142,Driver,Male,72,65_to_74,2025-05-06T08:22:34
7868,20173142,Passenger,Female,76,75_or_older,2025-05-06T08:22:34
7869,20172025,Driver,Male,82,75_or_older,2025-05-06T08:22:34
7870,20175057,Driver,Male,41,40_to_64,2025-05-06T08:22:34
7871,20172083,Motorcycle rider,Male,65,65_to_74,2025-05-06T08:22:34
7872,20172123,Driver,Male,71,65_to_74,2025-05-06T08:22:34
7873,20174050,Driver,Male,72,65_to_74,2025-05-06T08:22:34
7874,20175041,Driver,Male,49,40_to_64,2025-05-06T08:22:34
7875,20171142,Driver,Female,65,65_to_74,2025-05-06T08:22:34
7876,20171134,Driver,Male,48,40_to_64,2025-05-06T08:22:34
7877,20174057,Motorcycle rider,Male,29,26_to_39,2025-05-06T08:22:34
7878,20171040,Driver,Male,66,65_to_74,2025-05-06T08:22:34
7879,20171213,Pedal cyclist,Male,24,17_to_25,2025-05-06T08:22:34
7880,20171216,Driver,Female,40,40_to_64,2025-05-06T08:22:34
7881,20172040,Passenger,Female,14,0_to_16,2025-05-06T08:22:34
7882,20172040,Driver,Female,44,40_to_64,2025-05-06T08:22:34
7883,20171298,Driver,Male,17,17_to_25,2025-05-06T08:22:34
7884,20174014,Passenger,Male,22,17_to_25,2025-05-06T08:22:34
7885,20172070,Pedestrian,Female,79,75_or_older,2025-05-06T08:22:34
7886,20171335,Driver,Female,82,75_or_older,2025-05-06T08:22:34
7887,20173199,Driver,Male,45,40_to_64,2025-05-06T08:22:34
7888,20174064,Pedestrian,Female,83,75_or_older,2025-05-06T08:22:34
7889,20171307,Passenger,Female,28,26_to_39,2025-05-06T08:22:34
7890,20175016,Driver,Male,49,40_to_64,2025-05-06T08:22:34
7891,20171230,Pedestrian,Female,68,65_to_74,2025-05-06T08:22:34
7892,20172182,Motorcycle rider,Male,21,17_to_25,2025-05-06T08:22:34
7893,20172185,Driver,Male,55,40_to_64,2025-05-06T08:22:34
7894,20172121,Driver,Male,23,17_to_25,2025-05-06T08:22:34
7895,20172005,Pedestrian,Male,58,40_to_64,2025-05-06T08:22:34
7896,20174066,Driver,Male,18,17_to_25,2025-05-06T08:22:34
7897,20176024,Driver,Male,59,40_to_64,2025-05-06T08:22:34
7898,20171229,Driver,Male,34,26_to_39,2025-05-06T08:22:34
7899,20171071,Passenger,Male,31,26_to_39,2025-05-06T08:22:34
7900,20172126,Pedal cyclist,Female,42,40_to_64,2025-05-06T08:22:34
7901,20172238,Driver,Male,83,75_or_older,2025-05-06T08:22:34
7902,20173093,Driver,Male,82,75_or_older,2025-05-06T08:22:34
7903,20171219,Passenger,Female,65,65_to_74,2025-05-06T08:22:34
7904,20174043,Driver,Male,82,75_or_older,2025-05-06T08:22:34
7905,20171289,Pedal cyclist,Male,70,65_to_74,2025-05-06T08:22:34
7906,20173146,Driver,Female,36,26_to_39,2025-05-06T08:22:34
7907,20175133,Driver,Male,33,26_to_39,2025-05-06T08:22:34
7908,20171318,Motorcycle rider,Male,40,40_to_64,2025-05-06T08:22:34
7909,20172144,Driver,Male,27,26_to_39,2025-05-06T08:22:34
7910,20175015,Passenger,Male,22,17_to_25,2025-05-06T08:22:34
7911,20172233,Driver,Male,25,17_to_25,2025-05-06T08:22:34
7912,20174076,Pedestrian,Male,65,65_to_74,2025-05-06T08:22:34
7913,20173084,Driver,Male,39,26_to_39,2025-05-06T08:22:34
7914,20176007,Passenger,Female,16,0_to_16,2025-05-06T08:22:34
7915,20171087,Passenger,Female,34,26_to_39,2025-05-06T08:22:34
7916,20171171,Driver,Male,79,75_or_older,2025-05-06T08:22:34
7917,20171144,Passenger,Female,39,26_to_39,2025-05-06T08:22:34
7918,20171144,Driver,Male,41,40_to_64,2025-05-06T08:22:34
7919,20173220,Passenger,Male,28,26_to_39,2025-05-06T08:22:34
7920,20173220,Passenger,Male,21,17_to_25,2025-05-06T08:22:34
7921,20171227,Pedestrian,Male,82,75_or_older,2025-05-06T08:22:34
7922,20172212,Driver,Male,31,26_to_39,2025-05-06T08:22:34
7923,20175127,Driver,Female,28,26_to_39,2025-05-06T08:22:34
7924,20171090,Driver,Male,55,40_to_64,2025-05-06T08:22:34
7925,20171157,Pedestrian,Male,35,26_to_39,2025-05-06T08:22:34
7926,20173174,Driver,Male,27,26_to_39,2025-05-06T08:22:34
7927,20177006,Driver,Male,32,26_to_39,2025-05-06T08:22:34
7928,20173180,Driver,Male,18,17_to_25,2025-05-06T08:22:34
7929,20174037,Driver,Male,21,17_to_25,2025-05-06T08:22:34
7930,20171041,Driver,Male,52,40_to_64,2025-05-06T08:22:34
7931,20177023,Passenger,Male,54,40_to_64,2025-05-06T08:22:34
7932,20173089,Driver,Male,29,26_to_39,2025-05-06T08:22:34
7933,20171001,Driver,Male,17,17_to_25,2025-05-06T08:22:34
7934,20171085,Driver,Female,19,17_to_25,2025-05-06T08:22:34
7935,20171113,Driver,Female,67,65_to_74,2025-05-06T08:22:34
7936,20171113,Passenger,Male,18,17_to_25,2025-05-06T08:22:34
7937,20173070,Pedal cyclist,Male,48,40_to_64,2025-05-06T08:22:34
7938,20172222,Motorcycle rider,Male,29,26_to_39,2025-05-06T08:22:34
7939,20175009,Driver,Female,85,75_or_older,2025-05-06T08:22:34
7940,20173043,Motorcycle rider,Male,61,40_to_64,2025-05-06T08:22:34
7941,20177019,Driver,Male,51,40_to_64,2025-05-06T08:22:34
7942,20171350,Motorcycle rider,Male,31,26_to_39,2025-05-06T08:22:34
7943,20172113,Passenger,Female,33,26_to_39,2025-05-06T08:22:34
7944,20174015,Motorcycle rider,Male,67,65_to_74,2025-05-06T08:22:34
7945,20173144,Driver,Male,22,17_to_25,2025-05-06T08:22:34
7946,20173144,Passenger,Male,26,26_to_39,2025-05-06T08:22:34
7947,20172106,Driver,Female,75,75_or_older,2025-05-06T08:22:34
7948,20171314,Motorcycle rider,Male,17,17_to_25,2025-05-06T08:22:34
7949,20173165,Passenger,Female,57,40_to_64,2025-05-06T08:22:34
7950,20172216,Pedestrian,Female,69,65_to_74,2025-05-06T08:22:34
7951,20175074,Driver,Male,50,40_to_64,2025-05-06T08:22:34
7952,20171125,Passenger,Male,20,17_to_25,2025-05-06T08:22:34
7953,20171125,Driver,Male,32,26_to_39,2025-05-06T08:22:34
7954,20173207,Motorcycle rider,Male,51,40_to_64,2025-05-06T08:22:34
7955,20172189,Motorcycle rider,Male,45,40_to_64,2025-05-06T08:22:34
7956,20172186,Driver,Female,25,17_to_25,2025-05-06T08:22:34
7957,20171333,Pedestrian,Female,74,65_to_74,2025-05-06T08:22:34
7958,20171148,Driver,Male,58,40_to_64,2025-05-06T08:22:34
7959,20173079,Passenger,Female,98,75_or_older,2025-05-06T08:22:34
7960,20174004,Motorcycle rider,Male,61,40_to_64,2025-05-06T08:22:34
7961,20172084,Driver,Male,25,17_to_25,2025-05-06T08:22:34
7962,20173037,Pedestrian,Female,39,26_to_39,2025-05-06T08:22:34
7963,20171110,Driver,Male,55,40_to_64,2025-05-06T08:22:34
7964,20171132,Driver,Female,83,75_or_older,2025-05-06T08:22:34
7965,20175031,Driver,Male,84,75_or_older,2025-05-06T08:22:34
7966,20172207,Passenger,Female,16,0_to_16,2025-05-06T08:22:34
7967,20171173,Passenger,Female,27,26_to_39,2025-05-06T08:22:34
7968,20173045,Driver,Male,35,26_to_39,2025-05-06T08:22:34
7969,20171056,Pedestrian,Male,72,65_to_74,2025-05-06T08:22:34
7970,20174005,Pedestrian,Male,71,65_to_74,2025-05-06T08:22:34
7971,20175081,Driver,Male,65,65_to_74,2025-05-06T08:22:34
7972,20171239,Driver,Male,87,75_or_older,2025-05-06T08:22:34
7973,20173153,Motorcycle rider,Male,64,40_to_64,2025-05-06T08:22:34
7974,20173154,Driver,Male,76,75_or_older,2025-05-06T08:22:34
7975,20171050,Motorcycle rider,Male,21,17_to_25,2025-05-06T08:22:34
7976,20171245,Pedestrian,Male,67,65_to_74,2025-05-06T08:22:34
7977,20171189,Pedestrian,Female,78,75_or_older,2025-05-06T08:22:34
7978,20172049,Passenger,Female,84,75_or_older,2025-05-06T08:22:34
7979,20172122,Pedestrian,Female,66,65_to_74,2025-05-06T08:22:34
7980,20174075,Pedestrian,Male,94,75_or_older,2025-05-06T08:22:34
7981,20172010,Driver,Male,47,40_to_64,2025-05-06T08:22:34
7982,20173017,Passenger,Male,0,0_to_16,2025-05-06T08:22:34
7983,20173017,Passenger,Female,4,0_to_16,2025-05-06T08:22:34
7984,20173017,Driver,Female,38,26_to_39,2025-05-06T08:22:34
7985,20171037,Pedestrian,Male,43,40_to_64,2025-05-06T08:22:34
7986,20171145,Driver,Female,80,75_or_older,2025-05-06T08:22:34
7987,20171145,Passenger,Male,96,75_or_older,2025-05-06T08:22:34
7988,20175104,Driver,Female,64,40_to_64,2025-05-06T08:22:34
7989,20174027,Driver,Male,21,17_to_25,2025-05-06T08:22:34
7990,20171060,Pedestrian,Male,3,0_to_16,2025-05-06T08:22:34
7991,20171294,Driver,Female,77,75_or_older,2025-05-06T08:22:34
7992,20171294,Passenger,Female,71,65_to_74,2025-05-06T08:22:34
7993,20175113,Driver,Male,24,17_to_25,2025-05-06T08:22:34
7994,20173110,Passenger,Male,48,40_to_64,2025-05-06T08:22:34
7995,20173110,Passenger,Male,41,40_to_64,2025-05-06T08:22:34
7996,20173126,Passenger,Female,28,26_to_39,2025-05-06T08:22:34
7997,20176029,Driver,Female,51,40_to_64,2025-05-06T08:22:34
7998,20171297,Pedestrian,Male,74,65_to_74,2025-05-06T08:22:34
7999,20173056,Pedestrian,Male,64,40_to_64,2025-05-06T08:22:34
8000,20177010,Driver,Male,26,26_to_39,2025-05-06T08:22:34
8001,20171039,Driver,Male,30,26_to_39,2025-05-06T08:22:34
8002,20172014,Pedestrian,Female,56,40_to_64,2025-05-06T08:22:34
8003,20175011,Passenger,Female,45,40_to_64,2025-05-06T08:22:34
8004,20175011,Driver,Male,46,40_to_64,2025-05-06T08:22:34
8005,20172009,Driver,Male,84,75_or_older,2025-05-06T08:22:34
8006,20173185,Pedestrian,Male,22,17_to_25,2025-05-06T08:22:34
8007,20172065,Motorcycle rider,Male,37,26_to_39,2025-05-06T08:22:34
8008,20175147,Driver,Male,84,75_or_older,2025-05-06T08:22:34
8009,20174002,Driver,Male,66,65_to_74,2025-05-06T08:22:34
8010,20174025,Pedestrian,Male,44,40_to_64,2025-05-06T08:22:34
8011,20174009,Driver,Male,51,40_to_64,2025-05-06T08:22:34
8012,20175111,Driver,Female,47,40_to_64,2025-05-06T08:22:34
8013,20171109,Driver,Male,22,17_to_25,2025-05-06T08:22:34
8014,20175006,Driver,Male,40,40_to_64,2025-05-06T08:22:34
8015,20173016,Driver,Male,70,65_to_74,2025-05-06T08:22:34
8016,20171310,Driver,Male,34,26_to_39,2025-05-06T08:22:34
8017,20173129,Driver,Male,46,40_to_64,2025-05-06T08:22:34
8018,20173041,Pedestrian,Female,19,17_to_25,2025-05-06T08:22:34
8019,20173090,Pedestrian,Male,77,75_or_older,2025-05-06T08:22:34
8020,20171184,Driver,Male,36,26_to_39,2025-05-06T08:22:34
8021,20173023,Passenger,Male,42,40_to_64,2025-05-06T08:22:34
8022,20173023,Driver,Male,30,26_to_39,2025-05-06T08:22:34
8023,20173023,Passenger,Male,44,40_to_64,2025-05-06T08:22:34
8024,20171269,Passenger,Male,30,26_to_39,2025-05-06T08:22:34
8025,20173012,Motorcycle rider,Male,57,40_to_64,2025-05-06T08:22:34
8026,20175063,Motorcycle rider,Male,21,17_to_25,2025-05-06T08:22:34
8027,20171051,Driver,Male,63,40_to_64,2025-05-06T08:22:34
8028,20173113,Motorcycle rider,Male,58,40_to_64,2025-05-06T08:22:34
8029,20171253,Pedestrian,Female,59,40_to_64,2025-05-06T08:22:34
8030,20174018,Motorcycle rider,Male,48,40_to_64,2025-05-06T08:22:34
8031,20173026,Motorcycle rider,Female,35,26_to_39,2025-05-06T08:22:34
8032,20174082,Motorcycle rider,Female,34,26_to_39,2025-05-06T08:22:34
8033,20171007,Pedal cyclist,Male,45,40_to_64,2025-05-06T08:22:34
8034,20173009,Motorcycle rider,Male,26,26_to_39,2025-05-06T08:22:34
8035,20171296,Passenger,Male,23,17_to_25,2025-05-06T08:22:34
8036,20172232,Pedestrian,Male,67,65_to_74,2025-05-06T08:22:34
8037,20173085,Driver,Male,21,17_to_25,2025-05-06T08:22:34
8038,20173119,Motorcycle rider,Male,30,26_to_39,2025-05-06T08:22:34
8039,20171226,Driver,Male,25,17_to_25,2025-05-06T08:22:34
8040,20171226,Passenger,Male,18,17_to_25,2025-05-06T08:22:34
8041,20176014,Motorcycle rider,Male,55,40_to_64,2025-05-06T08:22:34
8042,20172007,Motorcycle rider,Male,62,40_to_64,2025-05-06T08:22:34
8043,20171305,Passenger,Male,78,75_or_older,2025-05-06T08:22:34
8044,20171286,Motorcycle rider,Male,6,0_to_16,2025-05-06T08:22:34
8045,20171342,Driver,Male,74,65_to_74,2025-05-06T08:22:34
8046,20177003,Driver,Male,21,17_to_25,2025-05-06T08:22:34
